cat,word/character,pronunciation,definition,code,alt
1190,丰,fēng,good-looking (Traditional: 丰) 丰富 fēngfù abundant,s,
1190,豐,fēng,good-looking (Traditional: 豐) 豐富 fēngfù abundant,t,
1191,雅,yǎ,"文雅 wényǎ cultured, refined",s,
1191,雅,yǎ,"文雅 wényǎ cultured, refined",t,
1192,吉,jí,"lucky, auspicious",s,
1192,吉,jí,"lucky, auspicious",t,
1193,赞,zàn,赞成 approve of,s,
1193,贊,zàn,贊成 approve of,t,
1194,茶,chá,tea,s,
1194,茶,chá,tea,t,
1195,亦,yì,also,s,
1195,亦,yì,also,t,
1196,谷,gǔ,(山谷) valley,s,
1196,穀,gǔ,(山穀) valley,t,
1196,穀,gǔ,(Equivalent:  穀物 gǔwù,t,
1197,稳,wěn,"(稳定 wěndìng) stable, steady",s,
1197,穩,wěn,"(穩定 wěndìng) stable, steady",t,
1198,汇,huì,(Traditional: 汇) gather together,s,
1198,彙,huì, gather together,t,
1198,汇,huì,"(Traditional: 汇) converge, remit",s,
1198,匯,huì,"(Traditional: 匯) converge, remit",t,
1199,厉,lì,"厉害 lìhai terrible, formidable, <family name>",s,
1199,厲,lì,"厲害 lìhai terrible, formidable, <family name>",t,
1199,厉,lài,name of an ancient country{Compare with 历 lì experience},s,
1199,厲,lài,name of an ancient country{Compare with 歷 lì experience},t,
1200,届,jiè,"to fall due, <classifier for year of graduation, regular sessions, meetings, etc.>",s,
1200,屆,jiè,"to fall due, <classifier for year of graduation, regular sessions, meetings, etc.>",t,
1201,迹,jì,"(Equivalent:  痕迹 hénjì) mark, trace, vestige",s,
1201,跡,jì,"(Equivalent:  痕跡 hénjì) mark, trace, vestige",t,
1202,雷,léi,thunder,s,
1202,雷,léi,thunder,t,
1203,序,xù,秩序 zhìxu order,s,
1203,序,xù,秩序 zhìxu order,t,
1204,寒,hán,(寒冷) cold,s,
1204,寒,hán,(寒冷) cold,t,
1205,附,fù,"enclose, attach",s,
1205,附,fù,"enclose, attach",t,
1206,鸡,jī,chicken,s,
1206,雞,jī,chicken,t,
1207,遭,zāo,meet with disaster,s,
1207,遭,zāo,meet with disaster,t,
1208,挑,tiāo,(挑选) choose,s,
1208,挑,tiāo,(挑選) choose,t,
1208,挑,tiǎo,poke,s,
1208,挑,tiǎo,poke,t,
1209,肩,jiān,(肩膀 jiānbǎng) shoulder,s,
1209,肩,jiān,(肩膀 jiānbǎng) shoulder,t,
1210,忆,yì,"(记忆 jìyì, 回忆 huíyì) remember, recall",s,
1210,憶,yì,"(記憶 jìyì, 回憶 huíyì) remember, recall",t,
1210,忆,yì,memory,s,
1210,憶,yì,memory,t,
1211,柔,róu,yielding,s,
1211,柔,róu,yielding,t,
1212,戴,dài,put on,s,
1212,戴,dài,put on,t,
1213,惜,xī,(珍惜) cherish,s,
1213,惜,xī,(珍惜) cherish,t,
1214,隔,gé,"separate, stand between",s,
1214,隔,gé,"separate, stand between",t,
1215,豪,háo,"(Equivalent:  毫不 hǎobù, =好不 hǎobù) not at all",s,
1215,豪,háo,"(Equivalent:  毫不 hǎobù, =好不 hǎobù) not at all",t,
1216,诚,chéng,(诚实) honest,s,
1216,誠,chéng,(誠實) honest,t,
1217,瑞,ruì,"auspicious, good omen",s,
1217,瑞,ruì,"auspicious, good omen",t,
1218,减,jiǎn,subtract,s,
1218,減,jiǎn,subtract,t,
1219,播,bō,"sow, seed",s,
1219,播,bō,"sow, seed",t,
1220,麼,me,(Simplified:  么),s,
1220,麼,me,(Simplified:  麼),t,
1220,麼,mó,幺麽 yāomó petty,t,
1221,针,zhēn,needle,s,
1221,針,zhēn,needle,t,
1222,棋,qí,board game,s,
1222,棋,qí,board game,t,
1223,臂,bì,(手臂 shǒubì) arm,s,
1223,臂,bì,(手臂 shǒubì) arm,t,
1224,挺,tǐng,"quite, very",s,
1224,挺,tǐng,"quite, very",t,
1224,挺,tǐng,"endure, stand",s,
1224,挺,tǐng,"endure, stand",t,
1225,操,cāo,"conduct, grasp",s,
1225,操,cāo,"conduct, grasp",t,
1225,操,cào,make trouble,s,
1225,操,cào,make trouble,t,
1226,腰,yāo,waist,s,
1226,腰,yāo,waist,t,
1227,狂,kuáng,(疯狂 fēngkuáng) crazy,s,
1227,狂,kuáng,(瘋狂 fēngkuáng) crazy,t,
1228,替,tì,in place of,s,
1228,替,tì,in place of,t,
1229,梅,méi,"plum, prune",s,
1229,梅,méi,"plum, prune",t,
1230,固,gù,巩固 gǒnggù consolidate,s,
1230,固,gù,鞏固 gǒnggù consolidate,t,
1231,伦,lún,伦理 lúnlǐ ethics,s,
1231,倫,lún,倫理 lúnlǐ ethics,t,
1232,宋,Sòng,the Song dynasty (960-1279),s,
1232,宋,Sòng,the Song dynasty (960-1279),t,
1233,钢,gāng,steel,s,
1233,鋼,gāng,steel,t,
1233,钢,gàng,sharpen,s,
1233,鋼,gàng,sharpen,t,
1234,诺,nuò,诺言 nuòyán a promise,s,
1234,諾,nuò,諾言 nuòyán a promise,t,
1235,残,cán,"injure, barbarous, incomplete, remnant",s,
1235,殘,cán,"injure, barbarous, incomplete, remnant",t,
1236,延,yán,(延长 yáncháng) prolong,s,
1236,延,yán,(延長 yáncháng) prolong,t,
1237,虎,hǔ,(老虎 lǎohǔ) tiger,s,
1237,虎,hǔ,(老虎 lǎohǔ) tiger,t,
1238,迅,xùn,"迅速 xùnsù rapid, swift",s,
1238,迅,xùn,"迅速 xùnsù rapid, swift",t,
1239,灾,zāi,"(灾难 zāinàn, 灾害 zāihài) disaster",s,
1239,災,zāi,"(災難 zāinàn, 災害 zāihài) disaster",t,
1240,悄,qiāo,悄悄 qiāoqiāo quietly,s,
1240,悄,qiāo,悄悄 qiāoqiāo quietly,t,
1241,岳,yuè,"high mountain, wife's parents, <family name>",s,
1241,岳,yuè,"high mountain, wife's parents, <family name>",t,
1242,乔,qiáo,<family name>,s,
1242,喬,qiáo,<family name>,t,
1243,川,chuān,river,s,
1243,川,chuān,river,t,
1244,仇,chóu,"revenge, hatered, <family name>",s,
1244,仇,chóu,"revenge, hatered, <family name>",t,
1244,仇,qiú,"mate, <family name>",s,
1244,仇,qiú,"mate, <family name>",t,
1245,季,jì,(Equivalent:  季节 jìjié) season,s,
1245,季,jì,(Equivalent:  季節 jìjié) season,t,
1246,吹,chuī,blow,s,
1246,吹,chuī,blow,t,
1247,粮,liáng,"(粮食 liángshi) grain, food",s,
1247,糧,liáng,"(糧食 liángshi) grain, food",t,
1248,聚,jù,"gather, get together",s,
1248,聚,jù,"gather, get together",t,
1249,译,yì,(翻译 fānyì) translate,s,
1249,譯,yì,(翻譯 fānyì) translate,t,
1250,珠,zhū,"(珠子 zhūzi) pearl, bead",s,
1250,珠,zhū,"(珠子 zhūzi) pearl, bead",t,
1251,叔,shū,"(Equivalent:  叔叔 shūshu) uncle, father's younger brother",s,
1251,叔,shū,"(Equivalent:  叔叔 shūshu) uncle, father's younger brother",t,
1252,谋,móu,scheme,s,
1252,謀,móu,scheme,t,
1253,础,chǔ,"基础 jīchǔ foundation, base, basis",s,
1253,礎,chǔ,"基礎 jīchǔ foundation, base, basis",t,
1254,仁,rén,"benevolence, humanity",s,
1254,仁,rén,"benevolence, humanity",t,
1255,损,sǔn,decrease,s,
1255,損,sǔn,decrease,t,
1255,损,sǔn,damage,s,
1255,損,sǔn,damage,t,
1256,融,róng,(融化) melt (ice or snow,s,
1256,融,róng,(融化) melt (ice or snow,t,
1256,融,róng,cf 熔 róng),s,
1256,融,róng,cf 熔 róng),t,
1257,辆,liàng,车辆 car,s,
1257,輛,liàng,車輛 car,t,
1258,净,jìng,"clean, complete",s,
1258,凈,jìng,"clean, complete",t,
1258,净,jìng,only,s,
1258,凈,jìng,only,t,
1259,敏,mǐn,敏捷 mǐnjié agile,s,
1259,敏,mǐn,敏捷 mǐnjié agile,t,
1260,伊,yī,"<family name>, he or she",s,
1260,伊,yī,"<family name>, he or she",t,
1261,仙,xiān,"fairy, saint, immortal celestial being",s,
1261,仙,xiān,"fairy, saint, immortal celestial being",t,
1262,巧,qiǎo,"clever, coincidentally",s,
1262,巧,qiǎo,"clever, coincidentally",t,
1263,零,líng,zero,s,
1263,零,líng,zero,t,
1264,累,lèi,tired,s,
1264,纍,lèi,tired,t,
1264,累,lèi,work hard,s,
1264,纍,lèi,work hard,t,
1264,纍,léi,,t,
1264,累,léi,(Traditional: 累),s,
1264,纍,léi,(Traditional: 纍),t,
1265,享,xiǎng,(Equivalent:  享受 xiǎngshòu) enjoy (compare with 亨 hēng),s,
1265,享,xiǎng,(Equivalent:  享受 xiǎngshòu) enjoy (compare with 亨 hēng),t,
1266,伴,bàn,accompany,s,
1266,伴,bàn,accompany,t,
1267,荡,dàng,"swing, sway",s,
1267,蕩,dàng,"swing, sway",t,
1267,荡,dàng,loaf about,s,
1267,蕩,dàng,loaf about,t,
1268,珍,zhēn,(珍宝) treasure: 珍珠 pearl,s,
1268,珍,zhēn,(珍寶) treasure: 珍珠 pearl,t,
1269,勇,yǒng,勇敢 yǒnggǎn brave,s,
1269,勇,yǒng,勇敢 yǒnggǎn brave,t,
1270,末,mò,"end, minor details",s,
1270,末,mò,"end, minor details",t,
1270,末,me,(Equivalent:  么 me),s,
1270,末,me,(Equivalent:  麼 me),t,
1271,奋,fèn,奋斗 fèndòu struggle,s,
1271,奮,fèn,奮鬥 fèndòu struggle,t,
1272,胆,dǎn,"gallbladder, guts, bravery, internal parts",s,
1272,膽,dǎn,"gallbladder, guts, bravery, internal parts",t,
1273,弃,qì,"(放弃 fàngqì, 抛弃 pāoqì) abandon, give up",s,
1273,棄,qì,"(放棄 fàngqì, 拋棄 pāoqì) abandon, give up",t,
1274,烦,fán,be vexed,s,
1274,煩,fán,be vexed,t,
1275,糊,hú,paste,s,
1275,糊,hú,paste,t,
1275,糊,hū,plaster,s,
1275,糊,hū,plaster,t,
1275,糊,hù,paste,s,
1275,糊,hù,paste,t,
1276,犹,yóu,"still, yet",s,
1276,猶,yóu,"still, yet",t,
1277,税,shuì,tax,s,
1277,稅,shuì,tax,t,
1278,培,péi,"培养 foster, train, develop",s,
1278,培,péi,"培養 foster, train, develop",t,
1279,抵,dǐ,support,s,
1279,抵,dǐ,support,t,
1280,僧,sēng,monk,s,
1280,僧,sēng,monk,t,
1281,锋,fēng,锋利 sharp,s,
1281,鋒,fēng,鋒利 sharp,t,
1282,乃,nǎi,"be, so, only then, you",s,
1282,乃,nǎi,"be, so, only then, you",t,
1283,遥,yáo,"distant, remote",s,
1283,遙,yáo,"distant, remote",t,
1283,遥,yáo,long,s,
1283,遙,yáo,long,t,
1284,摩,mó,按摩 ànmó massage,s,
1284,摩,mó,按摩 ànmó massage,t,
1284,摩,mó,friction,s,
1284,摩,mó,friction,t,
1285,坦,tǎn,平坦 level,s,
1285,坦,tǎn,平坦 level,t,
1286,后,hòu,after,s,
1286,後,hòu,after,t,
1287,眉,méi,eyelash,s,
1287,眉,méi,eyelash,t,
1288,餐,cān,meal,s,
1288,餐,cān,meal,t,
1289,惯,guàn,be used to,s,
1289,慣,guàn,be used to,t,
1290,凭,píng,"lean on, based on, (Equivalent:   不论 búlùn) no matter",s,
1290,憑,píng,"lean on, based on, (Equivalent:   不論 búlùn) no matter",t,
1291,冠,guān,"hat, crown",s,
1291,冠,guān,"hat, crown",t,
1291,冠,guàn,first place,s,
1291,冠,guàn,first place,t,
1292,抬,tái,"lift, raise, carry",s,
1292,抬,tái,"lift, raise, carry",t,
1293,碰,pèng,bump into,s,
1293,碰,pèng,bump into,t,
1294,币,bì,"money, currency",s,
1294,幣,bì,"money, currency",t,
1295,启,qǐ,open,s,
1295,啟,qǐ,open,t,
1295,启,qǐ,start,s,
1295,啟,qǐ,start,t,
1295,启,qǐ,enlighten,s,
1295,啟,qǐ,enlighten,t,
1296,码,mǎ,"<classifier for cloth, happenings, etc.>",s,
1296,碼,mǎ,"<classifier for cloth, happenings, etc.>",t,
1297,冒,mào,"emit, risk, pretend to be, <family name>",s,
1297,冒,mào,"emit, risk, pretend to be, <family name>",t,
1298,汗,hàn,"(汗水 hànshuǐ) sweat, perspiration",s,
1298,汗,hàn,"(汗水 hànshuǐ) sweat, perspiration",t,
1299,俗,sú,"common, rustic, vulgar, custom",s,
1299,俗,sú,"common, rustic, vulgar, custom",t,
1300,灰,huī,"ash, dust, grey, disheartened",s,
1300,灰,huī,"ash, dust, grey, disheartened",t,
1301,督,dū,监督 jiāndū supervise,s,
1301,督,dū,監督 jiāndū supervise,t,
1302,穷,qióng,poor,s,
1302,窮,qióng,poor,t,
1303,颇,pō,"quite, rather",s,
1303,頗,pō,"quite, rather",t,
1304,倾,qīng,lean,s,
1304,傾,qīng,lean,t,
1305,尖,jiān,"point, tip",s,
1305,尖,jiān,"point, tip",t,
1306,韩,Hán,<family name>,s,
1306,韓,Hán,<family name>,t,
1306,韩,Hán,(old name for Korea),s,
1306,韓,Hán,(old name for Korea),t,
1307,贸,mào,贸易 màoyì trade,s,
1307,貿,mào,貿易 màoyì trade,t,
1308,仿,fǎng,"resemble, be like, (Equivalent:  模仿 mófǎng) imitate, copy",s,
1308,仿,fǎng,"resemble, be like, (Equivalent:  模仿 mófǎng) imitate, copy",t,
1309,孤,gū,alone,s,
1309,孤,gū,alone,t,
1310,飘,piāo,"float in the air, flutter",s,
1310,飄,piāo,"float in the air, flutter",t,
1311,漫,màn,overflow,s,
1311,漫,màn,overflow,t,
1312,予,yǔ,"(Equivalent:  予以 yǔyǐ, =给予 jǐyǔ) give, grant",s,
1312,予,yǔ,"(Equivalent:  予以 yǔyǐ, =給予 jǐyǔ) give, grant",t,
1312,予,yú,"<archaic> (Equivalent:  吾 wú) I, me",s,
1312,予,yú,"<archaic> (Equivalent:  吾 wú) I, me",t,
1313,紫,zǐ,"purple, violet",s,
1313,紫,zǐ,"purple, violet",t,
1314,侧,cè,side,s,
1314,側,cè,side,t,
1315,沿,yán,along,s,
1315,沿,yán,along,t,
1316,拔,bá,"raise, pull",s,
1316,拔,bá,"raise, pull",t,
1317,袖,xiù,(袖子) sleeve,s,
1317,袖,xiù,(袖子) sleeve,t,
1318,梁,liáng,"bridge, roof beam",s,
1318,梁,liáng,"bridge, roof beam",t,
1319,赏,shǎng,"reward, admire",s,
1319,賞,shǎng,"reward, admire",t,
1320,幕,mù,curtain,s,
1320,幕,mù,curtain,t,
1320,幕,mù,act (of play),s,
1320,幕,mù,act (of play),t,
1321,壁,bì,"wall, cliff",s,
1321,壁,bì,"wall, cliff",t,
1322,旦,dàn,<archaic> dawn,s,
1322,旦,dàn,<archaic> dawn,t,
1322,旦,dàn,once,s,
1322,旦,dàn,once,t,
1323,晨,chén,(早晨 zǎochen) morning,s,
1323,晨,chén,(早晨 zǎochen) morning,t,
1324,纯,chún,(纯洁 chúnjié) pure,s,
1324,純,chún,(純潔 chúnjié) pure,t,
1325,闭,bì,shut,s,
1325,閉,bì,shut,t,
1326,凉,liáng,"cool, cold",s,
1326,涼,liáng,"cool, cold",t,
1326,凉,liàng,make cool,s,
1326,涼,liàng,make cool,t,
1327,扫,sǎo,sweep,s,
1327,掃,sǎo,sweep,t,
1328,尤,yóu,fault,s,
1328,尤,yóu,fault,t,
1328,尤,yóu,outstanding,s,
1328,尤,yóu,outstanding,t,
1329,炮,pào,cannon,s,
1329,炮,pào,cannon,t,
1329,炮,bāo,quick-fry,s,
1329,炮,bāo,quick-fry,t,
1330,碗,wǎn,bowl,s,
1330,碗,wǎn,bowl,t,
1331,贴,tiē,"stick, paste, glue, stay close to",s,
1331,貼,tiē,"stick, paste, glue, stay close to",t,
1332,插,chā,"insert, stick in",s,
1332,插,chā,"insert, stick in",t,
1333,滚,gǔn,"roll, boil",s,
1333,滾,gǔn,"roll, boil",t,
1334,缘,yuán,"缘故 cause, reason",s,
1334,緣,yuán,"緣故 cause, reason",t,
1335,寺,sì,"temple, Buddhist monastery",s,
1335,寺,sì,"temple, Buddhist monastery",t,
1336,贝,bèi,shellfish,s,
1336,貝,bèi,shellfish,t,
1336,贝,bèi,cowrie,s,
1336,貝,bèi,cowrie,t,
1336,贝,bèi,(money),s,
1336,貝,bèi,(money),t,
1337,润,rùn,湿润 shīrùn moist,s,
1337,潤,rùn,濕潤 shīrùn moist,t,
1338,氏,shì,"surname, family name, (Equivalent:  氏族 shìzú) clan",s,
1338,氏,shì,"surname, family name, (Equivalent:  氏族 shìzú) clan",t,
1339,冬,dōng,"(Equivalent:  冬天 dōngtiān, =冬季 dōngjì) winter",s,
1339,冬,dōng,"(Equivalent:  冬天 dōngtiān, =冬季 dōngjì) winter",t,
1340,扩,kuò,"扩大 kuòdà enlarge, expand",s,
1340,擴,kuò,"擴大 kuòdà enlarge, expand",t,
1341,栏,lán,"fence, railing",s,
1341,欄,lán,"fence, railing",t,
1342,荒,huāng,"desolate, wasteland, famine",s,
1342,荒,huāng,"desolate, wasteland, famine",t,
1343,哲,zhé,哲学 zhéxué philosophy,s,
1343,哲,zhé,哲學 zhéxué philosophy,t,
1344,逼,bī,"force, compel",s,
1344,逼,bī,"force, compel",t,
1344,逼,bī,close in on,s,
1344,逼,bī,close in on,t,
1345,吓,xià,"frighten, scare",s,
1345,嚇,xià,"frighten, scare",t,
1346,堆,duī,"pile, heap",s,
1346,堆,duī,"pile, heap",t,
1347,撞,zhuàng,"collide, run into",s,
1347,撞,zhuàng,"collide, run into",t,
1348,郎,láng,young man,s,
1348,郎,láng,young man,t,
1349,俩,liǎ,"two, both",s,
1349,倆,liǎ,"two, both",t,
1350,蓝,lán,(蓝色) blue,s,
1350,藍,lán,(藍色) blue,t,
1351,闲,xián,"idle, free time",s,
1351,閑,xián,"idle, free time",t,
1352,辛,xīn,suffering,s,
1352,辛,xīn,suffering,t,
1353,镜,jìng,"(Equivalent:  镜子 jìngzi) mirror, lens",s,
1353,鏡,jìng,"(Equivalent:  鏡子 jìngzi) mirror, lens",t,
1354,陪,péi,(Equivalent:  陪同 péitóng) accompany,s,
1354,陪,péi,(Equivalent:  陪衕 péitóng) accompany,t,
1355,骑,qí,ride (horse/bike),s,
1355,騎,qí,ride (horse/bike),t,
1355,骑,jì,rider,s,
1355,騎,jì,rider,t,
1356,蛋,dàn,egg,s,
1356,蛋,dàn,egg,t,
1357,促,cù,urge,s,
1357,促,cù,urge,t,
1357,促,cù,urgent,s,
1357,促,cù,urgent,t,
1358,羊,yáng,sheep,s,
1358,羊,yáng,sheep,t,
1359,宜,yí,(Equivalent:  适宜 shìyí) suitable,s,
1359,宜,yí,(Equivalent:  適宜 shìyí) suitable,t,
1360,嘛,ma,<particle for persuation>,s,
1360,嘛,ma,<particle for persuation>,t,
1360,嘛,má,<interrogative particle> (Equivalent:  吗 ma),s,
1360,嘛,má,<interrogative particle> (Equivalent:  嗎 ma),t,
1361,颜,yán,颜色 yánsè colour,s,
1361,顏,yán,顏色 yánsè colour,t,
1362,贫,pín,"(Equivalent:  贫苦 pínkù, =贫穷 píngqióng) poor",s,
1362,貧,pín,"(Equivalent:  貧苦 pínkù, =貧窮 píngqióng) poor",t,
1363,幅,fú,"width of cloth, size, <classifier for cloth, paintings etc.>",s,
1363,幅,fú,"width of cloth, size, <classifier for cloth, paintings etc.>",t,
1364,驻,zhù,"stay, halt, be stationed",s,
1364,駐,zhù,"stay, halt, be stationed",t,
1365,萍,píng,(Equivalent:  浮萍 fúpíng) duckweed,s,
1365,萍,píng,(Equivalent:  浮萍 fúpíng) duckweed,t,
1366,污,wū,foul,s,
1366,污,wū,foul,t,
1367,杰,jié,杰出 outstanding,s,
1367,傑,jié,傑齣 outstanding,t,
1368,扑,pū,pounce on,s,
1368,撲,pū,pounce on,t,
1368,扑,pū,flap wings,s,
1368,撲,pū,flap wings,t,
1369,壮,zhuàng,"robust, magnificent",s,
1369,壯,zhuàng,"robust, magnificent",t,
1370,萨,sà,"菩萨 púsà bodhisattva, benevolent being, <family name>",s,
1370,薩,sà,"菩薩 púsà bodhisattva, benevolent being, <family name>",t,
1371,刑,xíng,punishment,s,
1371,刑,xíng,punishment,t,
1372,忧,yōu,"worry, grieve",s,
1372,憂,yōu,"worry, grieve",t,
1373,貌,mào,(面貌) appearance,s,
1373,貌,mào,(麵貌) appearance,t,
1374,狱,yù,lawsuit,s,
1374,獄,yù,lawsuit,t,
1375,塞,sāi,"fill in, stuff, cork",s,
1375,塞,sāi,"fill in, stuff, cork",t,
1375,塞,sài,"place of strategic importance, border pass",s,
1375,塞,sài,"place of strategic importance, border pass",t,
1376,凤,fèng,male phoenix (fabulous bird of good omen),s,
1376,鳳,fèng,male phoenix (fabulous bird of good omen),t,
1377,孔,kǒng,hole,s,
1377,孔,kǒng,hole,t,
1378,触,chù,touch,s,
1378,觸,chù,touch,t,
1379,恋,liàn,恋爱 love (as in love affair),s,
1379,戀,liàn,戀愛 love (as in love affair),t,
1380,岂,qǐ,(rhetorical adverb),s,
1380,豈,qǐ,(rhetorical adverb),t,
1381,森,sēn,(Equivalent:  森林 sēnlín) forest,s,
1381,森,sēn,(Equivalent:  森林 sēnlín) forest,t,
1382,繁,fán,numerous,s,
1382,繁,fán,numerous,t,
1383,碎,suì,smash to pieces,s,
1383,碎,suì,smash to pieces,t,
1384,津,jīn,"ferry crossing, ford, saliva, sweat, moist, damp",s,
1384,津,jīn,"ferry crossing, ford, saliva, sweat, moist, damp",t,
1385,侠,xiá,侠客 xiákè chivalrous warrior,s,
1385,俠,xiá,俠客 xiákè chivalrous warrior,t,
1386,隆,lóng,隆重 lóngzhòng grand,s,
1386,隆,lóng,隆重 lóngzhòng grand,t,
1387,迟,chí,tardy,s,
1387,遲,chí,tardy,t,
1388,辉,huī,shine,s,
1388,輝,huī,shine,t,
1389,狠,hěn,ruthless,s,
1389,狠,hěn,ruthless,t,
1390,析,xī,分析 fēnxī analyse,s,
1390,析,xī,分析 fēnxī analyse,t,
1391,缩,suō,shrink,s,
1391,縮,suō,shrink,t,
1392,穴,xué,"cave, hole, den, grave, acupuncture point",s,
1392,穴,xué,"cave, hole, den, grave, acupuncture point",t,
1393,萧,xiāo,desolate,s,
1393,蕭,xiāo,desolate,t,
1394,怨,yuàn,"resentment, complain",s,
1394,怨,yuàn,"resentment, complain",t,
1395,磨,mó,"rub, wear down",s,
1395,磨,mó,"rub, wear down",t,
1395,磨,mò,"mill, grind(stone)",s,
1395,磨,mò,"mill, grind(stone)",t,
1396,伏,fú,"bend over, subside",s,
1396,伏,fú,"bend over, subside",t,
1397,辞,cí,take leave,s,
1397,辭,cí,take leave,t,
1397,辞,cí,"diction, poetry, language",s,
1397,辭,cí,"diction, poetry, language",t,
1398,泥,ní,mud,s,
1398,泥,ní,mud,t,
1398,泥,nì,putty,s,
1398,泥,nì,putty,t,
1399,龄,líng,(年龄) age,s,
1399,齡,líng,(年齡) age,t,
1399,龄,líng,duration,s,
1399,齡,líng,duration,t,
1400,径,jìng,"path, way",s,
1400,徑,jìng,"path, way",t,
1401,鼻,bí,(Equivalent:  鼻子 bízi) nose,s,
1401,鼻,bí,(Equivalent:  鼻子 bízi) nose,t,
1402,赖,lài,rely,s,
1402,賴,lài,rely,t,
1402,赖,lài,hang around,s,
1402,賴,lài,hang around,t,
1402,赖,lài,blame falsely,s,
1402,賴,lài,blame falsely,t,
1402,赖,lài,deny error,s,
1402,賴,lài,deny error,t,
1403,仰,yǎng,face upward,s,
1403,仰,yǎng,face upward,t,
1404,愤,fèn,"(Equivalent:  气愤 qìfèn, =愤怒 fènnù) angry",s,
1404,憤,fèn,"(Equivalent:  氣憤 qìfèn, =憤怒 fènnù) angry",t,
1405,慕,mù,(羡慕 xiànmù) envy,s,
1405,慕,mù,admire,s,
1405,慕,mù,admire,t,
1406,俄,é,"very soon, suddenly",s,
1406,俄,é,"very soon, suddenly",t,
1407,映,yìng,shine,s,
1407,映,yìng,shine,t,
1408,询,xún,"询问 xúnwèn ask about, inquire",s,
1408,詢,xún,"詢問 xúnwèn ask about, inquire",t,
1409,惨,cǎn,tragic,s,
1409,慘,cǎn,tragic,t,
1409,惨,cǎn,savage,s,
1409,慘,cǎn,savage,t,
1410,麦,mài,"wheat, etc",s,
1410,麥,mài,"wheat, etc",t,
1411,宿,sù,"stay overnight, <family name>",s,
1411,宿,sù,"stay overnight, <family name>",t,
1411,宿,xiǔ,<classifier for nights>,s,
1411,宿,xiǔ,<classifier for nights>,t,
1411,宿,xiù,constellation in Chinese astronomy,s,
1411,宿,xiù,constellation in Chinese astronomy,t,
1412,倍,bèi,times,s,
1412,倍,bèi,times,t,
1413,粗,cū,"thick, rough, coarse",s,
1413,粗,cū,"thick, rough, coarse",t,
1414,腾,téng,"jump, gallop, vacate",s,
1414,騰,téng,"jump, gallop, vacate",t,
1414,腾,tēng,thump,s,
1414,騰,tēng,thump,t,
1415,稍,shāo,"(稍稍, 稍微) a little, a bit, slightly",s,
1415,稍,shāo,"(稍稍, 稍微) a little, a bit, slightly",t,
1416,截,jié,"cut, stop",s,
1416,截,jié,"cut, stop",t,
1416,截,jié,"section, length",s,
1416,截,jié,"section, length",t,
1417,染,rǎn,to dye,s,
1417,染,rǎn,to dye,t,
1417,染,rǎn,catch (disease),s,
1417,染,rǎn,catch (disease),t,
1418,乌,wū,"(Equivalent:  乌鸦 wūyā) crow, (Equivalent:  乌黑 wūhēi) black",s,
1418,烏,wū,"(Equivalent:  烏鴉 wūyā) crow, (Equivalent:  烏黑 wūhēi) black",t,
1419,愈,yù,"heal, get better",s,
1419,愈,yù,"heal, get better",t,
1420,岗,gǎng,"mound, sentry",s,
1420,崗,gǎng,"mound, sentry",t,
1421,柳,liǔ,willow,s,
1421,柳,liǔ,willow,t,
1422,铺,pū,"spread, unfold",s,
1422,鋪,pū,"spread, unfold",t,
1422,铺,pū,pave,s,
1422,鋪,pū,pave,t,
1422,铺,pù,"shop, store",s,
1422,鋪,pù,"shop, store",t,
1422,铺,pù,plank bed,s,
1422,鋪,pù,plank bed,t,
1423,涉,shè,"wade, ford, go through, involve",s,
1423,涉,shè,"wade, ford, go through, involve",t,
1424,疾,jí,(Equivalent:  疾病 jíbìng) illness,s,
1424,疾,jí,(Equivalent:  疾病 jíbìng) illness,t,
1425,挡,dǎng,"ward off, block, gear (of car)",s,
1425,擋,dǎng,"ward off, block, gear (of car)",t,
1426,奉,fèng,"accept, offer",s,
1426,奉,fèng,"accept, offer",t,
1427,踏,tà,step on,s,
1427,踏,tà,step on,t,
1427,踏,tā,"(Equivalent:  塌 tā) collapse, sink, calm down",s,
1427,踏,tā,"(Equivalent:  塌 tā) collapse, sink, calm down",t,
1428,忠,zhōng,faithful,s,
1428,忠,zhōng,faithful,t,
1429,伍,wǔ,"(Equivalent:  五 wǔ) five, <family name>",s,
1429,伍,wǔ,"(Equivalent:  五 wǔ) five, <family name>",t,
1430,躲,duǒ,"hide (oneself), avoid, dodge",s,
1430,躲,duǒ,"hide (oneself), avoid, dodge",t,
1431,籍,jí,"book, registry, native place, membership",s,
1431,籍,jí,"book, registry, native place, membership",t,
1432,努,nǔ,努力 nǔlì try hard,s,
1432,努,nǔ,努力 nǔlì try hard,t,
1433,朗,lǎng,"爽朗 shuǎnglǎng, 明朗 bright and clear",s,
1433,朗,lǎng,"爽朗 shuǎnglǎng, 明朗 bright and clear",t,
1434,箱,xiāng,box,s,
1434,箱,xiāng,box,t,
1435,裁,cái,cut cloth or paper,s,
1435,裁,cái,cut cloth or paper,t,
1435,裁,cái,reduce,s,
1435,裁,cái,reduce,t,
1435,裁,cái,decide,s,
1435,裁,cái,decide,t,
1435,裁,cái,sanction,s,
1435,裁,cái,sanction,t,
1436,帐,zhàng,curtain,s,
1436,帳,zhàng,curtain,t,
1436,帐,zhàng,account,s,
1436,帳,zhàng,account,t,
1437,兼,jiān,double,s,
1437,兼,jiān,double,t,
